wallet,score,deposit_amount,borrow_amount,repay_amount,repayment_ratio,borrow_deposit_ratio,liquidations,active_days
0x012fefa16a3baad884834385a0988378852d00bc,258,15,1.13E-11,0,0,7.52E-13,4,50
0x01301d186d9e2c3a4091ca1ed95c3719b437c7c7,733,290.73,0,0,1,0,0,112
0x01309200a32bb6b968aaf4ba20367d091fc7adbb,106,73092.06767,55930.79268,0,0,0.765210158,0,73
0x0130b68a18a612892374e1eefbb0697a291215f1,629,6582.618164,250,250.1993239,1.000797296,0.037978809,0,43
0x0130d50430776e5f0f7517f6bfa9650fc712b879,630,2.9,0,0,1,0,0,36
0x01319c79cf53aeb6dfa2bf5ddc8a124527016695,182,410,60,0,0,0.146341463,0,0
0x0132251adf6116fd0272d23aff8ba0dd9dbbf1d2,581,1.25E-09,0,0,1,0,0,0
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,665,124,6.56E-11,6.59E-11,1.00394972,5.29E-13,0,61
0x013274aa75bbc3bd7acff906e564edbbb50dce08,612,9800,1.02E-11,1.02E-11,1,1.04E-15,0,23
0x0133982c25a8211e1e62d95760999c4b825025fb,581,0.02,0,0,1,0,0,0
0x0133a483873163fc5bc916de39abec8baf85657c,135,64,20,0,0,0.3125,0,0
0x0133b67aec5d8a3959840385ff6f5aba4f85f894,704,1.88E-12,0,0,1,0,0,91
0x0134600e06c4176fd44a5557d124f5d684e75b28,581,1.04E-08,0,0,1,0,0,0
0x01351f573a99ff5cc633f4ee580347974ff8b59c,581,1.10E-12,0,0,1,0,0,0
0x0135249c1897454959da69ac1481df6c1d4023a8,522,3357.530549,1.11E-08,4.81E-09,0.434509883,3.29E-12,0,106
0x013618ba67d882af8df870d8704e4d317b710dda,581,1.07E-12,0,0,1,0,0,0
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,581,5026.047081,2.1,2.100009884,1.000004707,0.000417823,0,0
0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,183,997.999,200,2.00E-10,1.00E-12,0.200401002,0,12
0x0137973eccabc8f684a7494156d25447ab5747f5,581,17.46,0,0,1,0,0,0
0x0138ea4b8ed7e678cabb76a207a968269dda63e4,581,1.02E-12,0,0,1,0,0,0
0x01393a2f8cf06fb5335bf03acb0a4ffa958b5f46,183,0.0354,0.005,0,0,0.141242938,0,0
0x01397d68308d2a94865ffe0f84d26e94b6df1234,385,3.76E-14,0.004,0.004008156,1.002039112,1.06366E+11,0,14
0x0139ba48945d51628c79f6cd927a2d42107aa8ea,581,1,0,0,1,0,0,0
0x013a451f558aa0e0ac50b6199ba0e2f6b710369e,222,1836.514116,300,9.58E-09,3.19E-11,0.163352951,0,33
0x013b81ad989b9009f4dab4c804c6007882f9a190,236,57271,10000,1.40E-08,1.40E-12,0.174608441,0,46
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,515,291415.2192,48100,30511.64444,0.634337722,0.165056582,0,82
0x013bfceb441762268b2894837c8c1e3774ca4efe,583,0.012235648,0,0,1,0,0,1
0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,427,0.817582298,4.33E-11,1.06E-11,0.244201736,5.29E-11,0,86
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,603,108.5578899,2.80E-11,2.80E-11,1.0004875,2.58E-13,0,16
0x013c8fa48e3f11afb5ab1bcb35f2484b299d7136,581,0.0348,0,0,1,0,0,0
0x013da16ead9075d66102ef98c23432a3af815b20,82,1069.9,534.9500237,0,0,0.500000022,0,0
0x013daec37205c9cb2a3d6bd1f0ca52eccd2bb044,581,0.004657227,0,0,1,0,0,0
0x013e074822e7776516a0c69dce430ec1fdb26c0d,432,2136.300236,1600,1608.434042,1.005271276,0.748958397,0,44
0x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,110,0.1,0.04,0,0,0.4,0,0
0x013e68b23bc846a8b7792dd238ba9d387efe3392,581,1,0,0,1,0,0,0
0x013eeca1e8f5e2ff4de43289cf2e87601bdeb2b3,581,40.3417,0,0,1,0,0,0
0x013f0bc2b50373e02246a997f4c2cbdc869eea40,581,4.70E-06,0,0,1,0,0,0
0x0140034d523f45a7690404fd2b5d0b6dc2a1c9fe,581,1.11E-12,0,0,1,0,0,0
0x0140c762c812c087e5b63d1f36022cf349628d45,241,1.058440575,0.394961749,0,0,0.373154392,0,91
0x0140e9513def4729d7f7b6a5356ce6c84d7ae75b,593,1492,2.50E-10,2.50E-10,1.00022212,1.68E-13,0,9
0x01412c35980761a198995cb985d34fb56e93fe21,581,0.032,0,0,1,0,0,0
0x01417e59b64efc0c8727a31f1fbba7c6536307a3,733,11380.78811,0,0,1,0,0,112
0x01418a07f6e69b08735b717cd6c86fdd8a5ce1a2,584,592.814602,0,0,1,0,0,2
0x0141a8d6993a6f4106c4f043ef299ba540ae81ef,581,85,0,0,1,0,0,0
0x0142bfdf3d08eb9cca160c04e9240d7f9631f2b0,339,3077.400691,8161.31902,6162.859144,0.755130283,2.652017023,0,46
0x014338c7a0342dfc4f90ba2313a782011c8b85e6,581,0,0,0,1,0,0,0
0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,479,365.0030489,250,251.2644385,1.005057754,0.684925786,0,66
0x01445326f7023b6c69eeb0eccbbac6797af3e76c,260,11675.38072,1500,2.87E-08,1.91E-11,0.128475468,0,54
0x0144c47df1cc4d52ff115f758918dc42a9db48aa,589,842.5150354,478.2474913,478.2487676,1.000002669,0.567642678,0,124
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,543,1.49E-11,2.00E-12,2.00E-12,1,0.134282694,0,0
0x0146a22337780c55e9d2af2f39139a6174fb828f,436,4449.986216,2357,2357.721901,1.00030628,0.529664562,0,3
0x0146ef29dc977ea95328d9901a3c686e43b70953,154,0.1,0.0245,0,0,0.245,0,0
0x01485557c2bc6e26c7187ff4cc38d5d9474405d4,637,1.000000004,3.03E-09,3.03E-09,1.000812357,3.03E-09,0,41
0x01485be0b99f0c1949b6c4f1f70affdc39acb154,581,2.90E-17,0,0,1,0,0,0
0x014930c2d8878759763f3ac2a492ff94073fd80f,608,6434.588433,4.78E-09,4.79E-09,1.002506849,7.43E-13,0,19
0x0149cf3e60f83fda5da971cf9006f74ed9fe04a3,615,19.86024936,0,0,1,0,0,25
0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9,581,2.19E-12,0,0,1,0,0,0
0x014b0094e8c926067eff9bcf7f28608d80cb3694,588,2.13E-12,0,0,1,0,0,5
0x014b8a67819d904922a2cacb104ae1baca6033a8,581,9.00E-10,0,0,1,0,0,0
0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,223,0.2,5.00E-14,0,0,2.50E-13,0,0
0x014cca5a65e31b8eec52bf4210f7ea09bf9c9016,581,1.68E-07,0,0,1,0,0,0
0x014d3a4e098ea342fffdacfebf63c464ce4a5d15,581,1.11E-12,0,0,1,0,0,0
0x014d82ea060ff731f208579c978d546b8f692f9e,581,0,0,0,1,0,0,0
0x014d8a9260da47dcf00113bd34482cceac881a9d,166,230.2382022,50,0,0,0.217166393,0,3
0x014dad29178cd0a6bdf32a908c918706e170f1e0,581,0.221454017,0,0,1,0,0,0
0x014e084765a334829a6056eed7dc9df1cc89f08d,581,1.5,0,0,1,0,0,0
0x014ea07861052dfec9fc3416271d0981a4eb0448,581,1.3,0,0,1,0,0,0
0x014f18e2c4cfda68eb2992c1820cf32fe7a6326e,581,1.01E-12,0,0,1,0,0,0
0x014f65b7b97d2014c8a4f1dcb693d4a4fedf87cd,581,0,0,0,1,0,0,0
0x014faf79e95bddd971d309baf891fc064e86f4ba,581,0.0912,0,0,1,0,0,0
0x0150947ebaa7c4f68efb2d1cd68af3cfa6424a0e,581,9.70E-17,0,0,1,0,0,0
0x0151fec7c3cb6b151cb9b34bf5cbaa685fae769c,581,0.1,0,0,1,0,0,0
0x01520618c0509a2b2b54ff1319fa4c6d8a8e3581,581,1.01E-12,0,0,1,0,0,0
0x0152667429adfd3ecd2dd6c3d3cfc1e669e67309,193,7678.239295,1300,8.63E-09,6.64E-12,0.169309649,0,13
0x015281aaee9460e5948a609355f2599464eadf4f,581,0.015,0,0,1,0,0,0
0x01531c1ff589c8ae0779562b1fa9095cdb78e084,595,0.011563226,0,0,1,0,0,10
0x01532c3f785c5218b5595b0e13e3b20b6d501924,131,30.0074,10,0,0,0.333251131,0,1
0x01537ea80bf6c1d2779226fc1acfe93107f8b063,620,1.33000001,0,0,1,0,0,29
0x015434c7b541466ed441688a8dafcd26b85ff9d1,581,0.0039942,0,0,1,0,0,0
0x0154d25120ed20a516fe43991702e7463c5a6f6e,668,200,0,0,1,0,0,64
0x01552561469172eb5910ac83b35f96c92bac63d0,375,14278.80247,11400,11410.31801,1.000905089,0.798386281,0,7
0x01556c82b199759193e21b386b88e3b5e840cc51,592,0.007851853,0,0,1,0,0,8
0x0155d9e1e729fac583413952d6c4040c8d385584,581,1.5,0,0,1,0,0,0
0x015644fd4f3a0fcef6cc22e25e846a6481777303,591,0.009835677,0,0,1,0,0,7
0x0156f97eb31a8fd1bd26b19741256e77dca29305,601,2793,0,0,1,0,0,15
0x01582c71b2bacb5b6db18c9d8aee84e8be032415,581,9.00E-14,0,0,1,0,0,0
0x0158e476ea323e78ef35ae5b490c26bcf0eb15ae,581,1.06E-12,0,0,1,0,0,0
0x0158f2bc31131a627cb41b44e7ec4c8a7dbe0613,369,35,56,56,1,1.6,0,3
0x015ac33ae866f442ee65b6e0f658132d30e3c673,581,500,0,0,1,0,0,0
0x015b0bb1bfad0437647e74776a7d649d2e3adebb,581,4500,7.40E-10,7.40E-10,1,1.64E-13,0,0
0x015befb758090caf23caf09dcdc107426bb1f07b,471,4.94E-09,1.94E-09,1.94E-09,1.000000782,0.392927296,0,0
0x015c03bc4c9aa817a6a6759552b809ff54890f19,581,1.01E-12,0,0,1,0,0,0
0x015c78dd45b469a2ae94c93b426d283c2ee42849,176,0.03,0.005,0,0,0.166666667,0,0
0x015c7e4760e69bc13fb5cc0df66f0a3375d300ec,581,1.09E-12,0,0,1,0,0,0
0x015fc0f9a30b6353b6ea191d7c4ba6c8aade92d7,82,0.01,0.005,0,0,0.499999999,0,0
0x015fe88d0d4787574aaf5af64726252484365338,451,21.79229911,5.852413646,4.463610788,0.762695711,0.268554209,3,32
0x016005883a46adc829445c752df6e957dec2c7fa,581,1,0,0,1,0,0,0
0x0160afff7a7a824429a8202995d03239d2d418fa,310,196095.0713,4789,4.000142844,0.000835277,0.024421827,0,69
0x01615d8d53eb9aafcda15853286fdf8259368a68,581,0,0,2,1,0,0,0
0x0161cd3a424b77adbc9f73d55dffaa1325ca9e4e,581,15980.21294,1.18E-08,1.18E-08,1.000043462,7.35E-13,0,0
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,710,130,0,0,1,0,0,95
0x0161e9ea4f3aa829dd8721545c9d024ea4500258,188,0.0398,0.005,0,0,0.125628141,0,0
0x01623c98f9651095d600f2ecb45dfa1072fc9589,167,0.01,0.002,0,0,0.2,0,0
0x01663114bff8c87677c61a4a20e62339cb15e58d,151,742.630575,732.9575748,118.0639246,0.161078797,0.986974681,0,64
0x0166e394c5d12205464c2c6b3073abb04ebdfd3f,112,681108.2316,310045,45.04165255,0.000145275,0.455206655,0,13
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,230,22414.2904,12227.76847,2.60E-08,2.12E-12,0.545534489,0,119
0x0167d3c422cc3a856f1f7cb750e75a8e5d7c9c5b,581,0.0346,0,0,1,0,0,0
0x01680c4acff13811644c8ccb03227bd47d3fc208,223,0.01,2.00E-15,0,0,2.00E-13,0,0
0x0168459886bd2aa322c18ed0b209887095afcacb,648,3051.794728,1.5,1.501167305,1.000778203,0.000491514,0,49
0x0168ac98f0afa2df297e4d06c2c5187fc27b5689,581,0.100562067,0,0,1,0,0,0
0x0168c572ebc7861f99733d04187609067cb0fcfb,581,2,0,0,1,0,0,0
0x016948e86c3338bb0125ea7889e19b45c5357f26,581,0.015,0,0,1,0,0,0
0x016956ddbb3c7ad592283cb58cb9a6725bd847bf,588,0.007928089,0,0,1,0,0,5
0x0169a86594f9de15b8add8d9250913848cbf17a6,591,2.6,0,0,1,0,0,7
0x016a12805434a815a943c7c7251a483561d63fa3,581,1.20E-14,0,0,1,0,0,0
0x016a1d022dbdf905526cf9e880c5e43eb13793af,581,98.45,0,0,1,0,0,0
0x016a42b47b051be2946a35fb72774e00a7b8e820,327,1103.588371,1550.3,1007.077785,0.649601874,1.404781023,0,65
0x016a5af54b2a9832ce8a594d3fc5af64ebd386f7,181,100,15,0,0,0.15,0,0
0x016a6738cdf51365f2f5e30c82931553e0a93262,267,166.4067071,21.02119683,2.50E-11,1.19E-12,0.126324216,0,59
0x016d10f16e862eea0be1fdeb1dbba0bbd7f44078,412,154.9588049,120.94,121.2596075,1.002642694,0.780465493,0,34
0x016d435511a27e309b599e2786429641843ce782,584,7.280534291,0,0,1,0,0,2
0x016d4da7c7cd614cd50149a373873ff090b9782e,82,0.02,0.01,0,0,0.5,0,0
0x016e9e2497544790d71411911b187cbd26b43458,243,0.0002,7.72E-06,0,0,0.038602007,0,23
0x016ee55de225b15958c5b2f2cdd8c554621d2639,614,0.012832274,0,0,1,0,0,24
0x016f6d3391e9a13928505ec4e6dfa9778e5b5ec7,581,1.12,0,0,1,0,0,0
0x016fa60107319e33386641ae9002ea59706379d5,611,0.00026,0,0,1,0,0,22
0x01700929e82848e2ee72fefd6420080e1625607c,581,2000,0,0,1,0,0,0
0x01708df7ee281fe5a8bf6a967b4fd8df8623e98b,630,75.00000003,2.30E-08,2.31E-08,1.003558402,3.07E-10,0,35
0x0170a247571e889d011327477b751f2e42c5baa4,205,0.001,6.50E-05,0,0,0.065,0,0
0x0170de25446302e7ff2e3093c6b77350dfd2b643,581,10,1.00E-12,1.00E-12,1,1.00E-13,0,0
0x01712ca1676c850698bd52ed3973d5cdca71fa67,673,2,0,0,1,0,0,68
0x017154d1f2c228765c494da30c018fa48a09e1ad,581,4.99E-12,0,0,1,0,0,0
0x017184a0829a54746706654e86eb7a6c5cafbf90,24,25.56047912,25,1.05E-10,4.21E-12,0.978072433,0,13
0x01718c9eb7984abc907e5fd40f56cdab4ed5b0b2,581,2.788634285,0,0,1,0,0,0
0x0171ed588582d1df472015623dcb426d0a1de431,616,1979.694197,2.03E-08,1.71E-08,0.843544829,1.03E-11,0,67
0x01722733d6b93f5bffa318615a2dcf9bc2a07cc2,581,1.10E-12,0,0,1,0,0,0
0x017252042524df387a7ed994d41d7bde44f4670a,595,4.5,0,0,1,0,0,10
0x0172e05392aba65366c4dbbb70d958bbf43304e4,701,1.27E-09,0,0,1,0,0,89
0x0173438096718b70015e2914e7773546851fdaff,611,0.00026,0,0,1,0,0,22
0x017388b16dd5fea1af29059b7eb34849b0eb8dbc,581,0.094329883,0,0,1,0,0,0
0x0173c24b53a892387b4a23ed706cbf9197f293fe,581,0.007,0,0,1,0,0,0
0x017423feb0aebc5f4f80496d2eb20e4498aec1df,581,0.1,0,0,1,0,0,0
0x01750c374d9fae78ca0dd39a0f4f0f4fec06181c,483,3841.350031,1750,1750.029242,1.00001671,0.455569002,0,22
0x017529cc3b9c5d967f303221d023ceb6253dc7f3,581,0.1041,0,0,1,0,0,0
0x017583e73bfcdd8a7fe7bfd87f5174fa34c81a5e,581,1.5,0,0,1,0,0,0
0x0175b32dfc64088fe25f8a4d6291caa7ef5b909d,167,1,0.2,0,0,0.2,0,0
0x0175c38d00a114bd29fbcaf832e7b1a21033644c,376,22.33061309,1.09E-07,6.81E-09,0.062448963,4.88E-09,1,98
0x01765501cdd20d174c1a6fd195c2e986135b6975,581,0.0165,0,0,1,0,0,0
0x0176b54c3989fa5b7bf27d0e5f1cc3d4ad56b044,581,1.27E-14,0,0,1,0,0,0
0x0176e840a1d7df604172fce139bb0a0e99834165,591,0.004723031,0,0,1,0,0,7
0x017715b9a71dabed2ddae0bbbb6b0896509c8212,239,1662.902377,1.20E-09,0,0,7.20E-13,0,12
0x01771a278c3fab69735aaeb38872469489e7716d,379,424.6017136,483,483.3128879,1.000647801,1.137536624,0,10
0x01772e50f13f21e6a278e692423c4d514837f9de,581,0,0,0,1,0,0,0
0x01776c66ab49f137fd061e18d1611a8aa769b19d,581,4.86E-13,0,0,1,0,0,0
0x01778ac80ba7740bd13dc4936fa746c7a0770d9c,581,1.17E-12,0,0,1,0,0,0
0x0178217e241aa00787461cf044c69e8292c3863e,584,1.29E-09,0,0,1,0,0,2
0x01784fd2a696eec23f901b9a5d9762d5e8d10af3,169,160168.3663,164989.0943,2.07E-07,1.25E-12,1.030097878,0,120
0x0178e892ccb5ab71c7b1727fe7e50f317b0494b1,352,381493.8633,172235,86962.85772,0.504908165,0.451475152,0,56
0x01793c678e14c7158405158cb209b83fb2c09b41,583,0.012351531,0,0,1,0,0,1
0x0179c150e32d7054be23107b97ff8e2ae7c346d7,581,1.01E-08,0,0,1,0,0,0
0x0179e2f40016671fe0326ef241d0178ffbbe9e94,241,75237.09287,12753.67209,0,0,0.16951309,0,49
0x0179f665e46e456954f00d5475b306e613a9fcdb,587,19125.62729,0,0,1,0,0,4
0x017af4481e13023209f6c15f6cfdefff3c695534,284,2165.206728,2.03E-08,0,0,9.38E-12,0,45
0x017b176e25cf8685d25f085a8331fec5352a58ec,581,1.83E-12,0,0,1,0,0,0
0x017b3763b8a034f8655d46345e3eb42555e39064,10,1.42E-07,12432.661,7.991382666,0.000642773,87405466353,0,2
0x017b4cca058ecf79937066adf44ddfa249a620fd,130,34317.74966,25839.34246,1.68E-07,6.49E-12,0.752943964,0,88
0x017b69d5d9325f15c278a658a619a49bdb4d6665,452,3099.161241,3096.812286,3120.946843,1.007793355,0.999242068,0,62
0x017b93259518cc28f53284ec81f7084575ba8699,421,1.00E-11,7.00E-12,7.01E-12,1.002088714,0.7,0,27
0x017b9472e9dd28e7c11822603b9d2eeb41037165,581,1.02E-12,0,0,1,0,0,0
0x017c3ce152fd7d144cf74cc87e1d7c7cf15928c1,195,1.00E-12,1.00E-13,0,0,0.1,0,0
0x017c4d3aff4d726da43846579fe49c3646abd6a6,584,1.568268804,1.00E-09,1.00E-09,1.000121062,6.38E-10,0,2
0x017c536b11211d47ff4752c141f1e62ea16a4a5d,315,9878.42108,19084.69715,8510.32357,0.445923952,1.931958255,0,110
0x017d08868e2ddbf4d2b28171457c1ce6976fe212,472,388.9075786,1150,1150.361812,1.000314619,2.957000746,2,81
0x017d0b1933cc52fbb03bf16e5e1041f7179eda71,160,0.0223,0.005,0,0,0.224215247,0,0
0x017d0c0429922121cf25b4abe519d64b953b9b72,196,0.001,9.50E-05,0,0,0.095,0,0
0x017d420ea23d57b49705e4d36bdfcb81ab4e82b5,581,1.10E-12,0,0,1,0,0,0
0x017d8a64a8cfc0e15d20bb9aa7a86165b784a4d2,553,4950,500,500,1,0.101010101,0,0
0x017d942c5f14069d512017568814bb4edb871729,581,0.006283928,0,0,1,0,0,0
0x017d9ed24bff6f17e12a70a952f778c7bdb6bfd5,581,1.11E-12,0,0,1,0,0,0
0x017e019d6344b47854635ee87f728831260c87b5,19,0.3138629,0.292233484,4.90E-10,1.68E-09,0.931086419,0,9
0x017e2a9de4d669a21084a6d2014b38a5e2863643,66,225.7928854,126.1351349,0,0,0.558632017,0,0
0x017f1e8b5ef8d86d279ba8ae5120694006a18001,396,4.50E-09,3.50E-09,3.51E-09,1.002332115,0.777702075,0,22
0x017f8a86bc732b517e04a8e6cbb5ad22b899e4ba,581,0,0,0,1,0,0,0
0x017f9dc0e2d0a123bf03a3c7ec27f898b70d8ded,662,380.9552613,70,70.0357569,1.000510813,0.183748611,0,98
0x017fe812df7bea272511a47955099a9e8d20282e,442,4,1.00E-08,6.00E-09,0.600064859,2.50E-09,0,3
0x017fe9a4c15da854133d4fd220948ac084f8ae14,186,120,15.60002859,0,0,0.130000238,0,0
0x018037f8fa6a91dda30b919de140e1bab5b969a9,581,425.5419641,0,0,1,0,0,0
0x0180a2047666c6e8a99e6c9a8d001bbc47208df5,185,0.0366,0.005,0,0,0.136612022,0,0
0x0180af6a237c41c8a0b5297a0fdb8ad1d76e4c92,581,1.26,0,0,1,0,0,0
0x01812580ff18cdaa3e9b3cdaa81496cd98d3f56f,455,2503.609765,2862.0107,2600.799654,0.908731632,1.143153674,0,91
0x01816f1a627dd1231b4d47c93362aec467aba32b,587,41.29156987,0,0,1,0,0,4
0x0181fb8d39d57383731eb0482249e780de07abde,581,1.18E-14,0,0,1,0,0,0
0x0183a86573f2daf8f5d1f31b9d3c82631345630f,179,0.0323,0.005,0,0,0.154798762,0,0
0x0183b5764427bc889109b2d2039690e1d90987f9,223,0.634,6.05E-10,0,0,9.54E-10,0,0
0x018423caf5f8ecafb391edf7c4540802981cd0fa,581,0.003846944,0,0,1,0,0,0
0x0184df2afb9845c27504419ac7d5efccae41b951,422,902.2400159,4.00E-09,1.00E-09,0.250389012,4.43E-12,0,81
0x0185080e4a3cc98dcd527719ca0dac91075725ae,638,1.801331909,0,0,1,0,0,42
0x0185326b75f0e915a7518b9f5dce248c09226935,591,0.004673937,0,0,1,0,0,7
0x0185c3dd9f48bfaea84a637c769840f5c3bdb658,650,0,0,0,1,0,0,51
0x0185e80948461135faabd6d01fe4afa8586fe6c4,581,1.84E-12,0,0,1,0,0,0
0x018650dae189c5083dcbec8ae1edcf8b83e08380,556,4201.971702,700,700.3817635,1.000545376,0.166588461,0,16
0x0186d975cfe19772e58f4d314a52984b31a2cbeb,310,132005.2557,24591.63739,3.54E-07,1.44E-11,0.186292866,0,103
0x0187cd7fa0f5f10661e12be1538611de29bc6f77,9,110.9852951,260,3.00E-12,1.15E-14,2.342652689,0,2
0x0188470b85e116ba8a7a42a71a8d67229f44e7ad,251,457.7691476,1.40E-10,0,0,3.05E-13,0,21
0x01884fdcd3a66259cfa65a20bebe3db9f24d97b2,581,9.56E-09,0,0,1,0,0,0
0x0188946f1b60fa1af2e53bf2f4dc0a0670c631f0,581,0.094,0,0,1,0,0,0
0x0188e83acb7f9e765bdd3e5cf7937d3d9e1c2879,588,3.30E-12,0,0,1,0,0,5
0x0188f8b6f58aec2e47c1ba1fc38b9978273de931,581,85,0,0,1,0,0,0
0x0188f96b20d00a3ab9d19b8aa91988b720294ce3,223,0.01,2.00E-15,0,0,2.00E-13,0,0
0x01894ddf668719ae49d364e6c77d21cfa3926ac6,265,0.129784434,1.80E-05,0,0,0.000138692,3,52
0x018a26884caafb6a420d3de9541cf924178783de,581,0.006016857,0,0,1,0,0,0
0x018a5329c9b24f31bff452166c73369354ae71a6,611,0.00025,0,0,1,0,0,22
0x018a6ad6ef7642a5bfdc470a2e1cdebec1e41045,581,1.399668071,0,0,1,0,0,0
0x018aae0cbe0aff89e183a7f1f0b34b308561b049,581,0.036,0,0,1,0,0,0
0x018ba7d4c044254f4ae94652b09c790baf7db3ca,293,7.447728252,11000,6003.50538,0.545773216,1476.960441,0,67
0x018bde66f5b0a1a992a40d6f75dee3c5a29f25c9,194,0.0482,0.005,0,0,0.10373444,0,0
0x018bf5774c55789146bac375e052f826294ecb06,415,0.124,0.075,0.075027677,1.000369026,0.60483871,0,3
0x018d48fd560a59dab8b345917330a468f04cbc2b,589,0.1,0,0,1,0,0,6
0x018e1ba194311b98a6e92b6b2650ed2dd4a90cf9,581,5900,7.00E-10,7.00E-10,1,1.19E-13,0,0
0x018e2339fe910022db81f0df861ff792d406cf3d,294,4035.026112,1060,1.11E-08,1.04E-11,0.262699663,0,107
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,236,1637.654192,536.4611329,18.19477443,0.033916296,0.327579006,0,69
0x018fe0518c0a46855801280950fe0cc98ac96a77,581,9.64E-14,0,0,1,0,0,0
0x01905431efb225a63b873d8fa6f98b067df4a924,589,2.43E-12,0,0,1,0,0,6
0x0191c087cbf29aa1103c1010c470743264a052b1,581,0.01,0,0,1,0,0,0
0x019218cb876c7e22a903ca74c0b62ec90344920d,233,3660.659756,2593.78108,1094.343931,0.421910677,0.70855563,0,43
0x019271b315e55cd40d409ef21ede9c3b61646736,234,170.7930466,123.215644,72.21705674,0.586102985,0.721432438,0,3
0x019287e476e382e9b733e089cb205b4dd255902a,581,5.34E-11,0,0,1,0,0,0
0x019315575492be540e0d56306948b3180fe39788,581,0.1,0,0,1,0,0,0
0x0193960db1204a3c0882225576c92b95af25092e,581,1,0,0,1,0,0,0
0x0193caf8a49dba421bca7d16eebd0e7dff9c559b,587,497,0.03,0.030001441,1.000048046,6.04E-05,0,4
0x0193d4e60ad8eb4f9546ef607237277b82d5c5b0,581,133.3083518,0,0,1,0,0,0
0x0194d076503771b976a062c4cde310b13d3e9960,684,317608.4306,1.90E-07,1.75E-07,0.918638048,5.98E-13,0,98
0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05,665,155,8.00E-11,8.01E-11,1.000648363,5.16E-13,0,62
0x01952760a2f72cfa13b3557b6e015b40126961c0,603,192.1232232,4.20E-09,4.21E-09,1.001735453,2.19E-11,0,16
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,688,196.0136561,2.10E-10,2.10E-10,1.000440419,1.07E-12,0,79
0x019565863a1d126ace10976692665a0d5e3b57da,581,0,0,0,1,0,0,0
0x0196745e37b3e8ddb99be16b065bb482768ef3d2,236,18.5918653,5,0,0,0.268934823,0,66
0x019712e01e25a3dee2e11dc8a8de84afb0015401,377,240.344527,4.975,3.03E-10,6.08E-11,0.020699452,0,118
0x0197295055068f266f8654ef428a91239839c2d5,454,5156.700698,2500,2500.523484,1.000209393,0.484806109,0,7
0x01974549c9b9a30d47c548a16b120b1caa7b586c,581,2,0,0,1,0,0,0
0x019761d78f2f14ef6a498d245fca15ef5ab121c8,226,0.011487229,2.79E-11,0,0,2.43E-09,0,2
0x01977c44632eefb5b2868e18c902584ccad574d7,665,7.05E-08,0,0,1,0,0,62
0x0197d7fafca118bc91f6854b9a2ceea94e676585,581,21.9,0,0,1,0,0,0
0x0198662302a3d7395714600e885d2ddf87c2f839,195,0.0496,0.005,0,0,0.100806452,0,0
0x019868709db6160b2db6276bdf163ac0d3b5324a,581,0.006280615,0,0,1,0,0,0
0x0198d8a7463819a22facc2b96a7402f1bbbd1a82,581,1.81E-12,0,0,1,0,0,0
0x019978404a6cd72605ec0f2874e7f5ec854dbd9d,581,1.06E-12,0,0,1,0,0,0
0x0199a54ad38f4d55b3819517d3fea232ae33f673,243,160.8275903,339668,87235.25485,0.256825061,2112.000804,2,109
0x019a0a45a1342050f732ccdf8aeb2ecf4b34c034,615,5207.512112,0,0,1,0,0,25
0x019aa8f4062bde8e0b457aedf08d4bfbb44f3acd,581,1.10E-12,0,0,1,0,0,0
0x019abd316838b1fb8dd49d66c13b01b5ea3cdbaf,605,43.3,0,0,1,0,0,18
0x019b00a4c8bf5a4a75d7be5a498f2d41e6bf41f2,534,12474.68577,2220.209636,1569.227876,0.706792661,0.177977199,0,80
0x019b337f128fd5eb9f7e3fd36acaf6c334c7492b,581,101,0,0,1,0,0,0
0x019b40948ae2c1dfc1751e76161b5a6ef90aee4b,581,1.68E-12,0,0,1,0,0,0
0x019c429038894a1656ae2e9399769662bb4899d0,223,0.01,2.00E-15,0,0,2.00E-13,0,0
0x019c829ea5392cedae3c91027c171420798ff9cf,191,0.0434,0.005,0,0,0.115207373,0,0
0x019d10463c5c800b84d6527e112e131109611527,581,20842,2,2,1,9.60E-05,0,0
0x019d239a36a4fd4828253e8eccadd1dd2d0dd147,372,1.672371336,2.97E-09,3.73E-10,0.125525452,1.78E-09,0,77
0x019dd1181011ab3207b948cf9d00c0a011d33c74,581,128.5765157,0,0,1,0,0,0
0x019e3d65ade821fded83b438cd1b8626208c48d3,250,12.4057892,1.17E-09,0,0,9.43E-11,0,20
